timestamp,responseTime,criteria
2019-04-01 13:35:14.567711,0.023824,Memory Usage
2019-04-01 13:35:14.588786,0.016368,Memory Usage
2019-04-01 13:35:57.201308,0.008376,Uptime
2019-04-01 13:35:57.214522,0.008412,Uptime
2019-04-01 13:35:57.233528,0.014085,Uptime
2019-04-01 13:35:57.251468,0.00958,Uptime
2019-04-01 13:35:57.260695,0.005724,Uptime
2019-04-01 13:35:57.270984,0.006493,Uptime
2019-04-01 13:35:57.281572,0.007054,Uptime
2019-04-01 13:35:57.299494,0.006834,Uptime
2019-04-01 13:35:57.323747,0.013286,Uptime
2019-04-01 13:35:57.341489,0.013074,Uptime
2019-04-01 13:35:57.358428,0.012779,Uptime
2019-04-01 13:35:57.375608,0.013276,Uptime
2019-04-01 13:35:57.393862,0.014093,Uptime
2019-04-01 13:35:57.410059,0.012585,Uptime
2019-04-01 13:35:57.429092,0.015725,Uptime
2019-04-01 13:35:57.445431,0.012839,Uptime
2019-04-01 13:35:57.480006,0.031236,Uptime
2019-04-01 13:35:57.508791,0.024004,Uptime
2019-04-01 13:35:57.554956,0.042462,Uptime
2019-04-01 13:35:57.566917,0.007754,Uptime
2019-04-01 13:35:57.588986,0.017425,Uptime
2019-04-01 13:35:57.601880,0.008027,Uptime
2019-04-01 13:35:57.616172,0.009413,Uptime
2019-04-01 13:35:57.632930,0.008008,Uptime
2019-04-01 13:35:57.656254,0.013705,Uptime
2019-04-01 13:35:57.672287,0.011198,Uptime
2019-04-01 13:35:57.688995,0.009864,Uptime
2019-04-01 13:35:57.706697,0.012207,Uptime
2019-04-01 13:35:57.728911,0.015714,Uptime
2019-04-01 13:35:57.757654,0.02403,Uptime
2019-04-01 13:35:57.781099,0.019697,Uptime
2019-04-01 13:35:57.797957,0.009241,Uptime
2019-04-01 13:35:57.815529,0.013298,Uptime
2019-04-01 13:35:57.838987,0.013211,Uptime
2019-04-01 13:35:57.849159,0.00537,Uptime
2019-04-01 13:35:57.864217,0.010777,Uptime
2019-04-01 13:35:57.881891,0.010557,Uptime
2019-04-01 13:35:57.908413,0.019224,Uptime
2019-04-01 13:35:57.925270,0.012667,Uptime
2019-04-01 13:35:57.942321,0.011135,Uptime
2019-04-01 13:35:57.960336,0.012708,Uptime
2019-04-01 13:35:57.981260,0.016091,Uptime
2019-04-01 13:35:57.999327,0.009633,Uptime
2019-04-01 13:35:58.022970,0.014602,Uptime
2019-04-01 13:35:58.032811,0.005712,Uptime
2019-04-01 13:35:58.044923,0.007846,Uptime
2019-04-01 13:35:58.059605,0.010839,Uptime
2019-04-01 13:35:58.075890,0.011665,Uptime
2019-04-01 13:35:58.093868,0.012553,Uptime
2019-04-01 13:35:58.108997,0.010622,Uptime
2019-04-01 13:35:58.126400,0.011849,Uptime
